4542,glider,   1,   1,398.6,100926.4,4.6,28.0,3.32,001,1
4542,glider,   2,   2,397.2,100927.8,4.9,28.0,3.33,001,1
4542,glider,   3,   3,396.9,100928.1,5.4,28.0,3.25,001,1
4542,glider,   4,   4,395.3,100929.7,4.9,28.0,3.29,001,1
4542,glider,   5,   5,394.6,100930.4,4.9,28.1,3.27,001,1
4542,glider,   6,   6,393.7,100931.3,5.4,28.1,3.27,001,1
4542,glider,   7,   7,392.6,100932.4,5.2,28.1,3.26,001,1
4542,glider,   8,   8,391.9,100933.1,5.0,28.1,3.25,001,1
4542,glider,   9,   9,390.3,100934.7,4.7,28.1,3.32,001,1
4542,glider,  10,  10,389.1,100935.9,5.1,28.1,3.34,001,1
4542,glider,  11,  11,388.6,100936.4,5.0,28.1,3.28,000,1
4542,glider,  12,  12,387.5,100937.5,4.8,28.1,3.29,000,1
4542,glider,  13,  13,386.6,100938.4,4.7,28.1,3.34,000,1
4542,glider,  14,  14,385.6,100939.4,4.7,28.1,3.27,000,1
4542,glider,  15,  15,384.6,100940.4,5.2,28.2,3.26,000,1
4542,glider,  16,  16,383.3,100941.7,4.6,28.2,3.34,000,1
4542,glider,  17,  17,382.4,100942.6,5.0,28.2,3.27,-00,1
4542,glider,  18,  18,381.2,100943.8,5.3,28.2,3.29,-00,1
4542,glider,  19,  19,380.4,100944.6,4.7,28.2,3.32,-00,1
4542,glider,  20,  20,379.7,100945.3,5.4,28.2,3.33,-00,1
4542,glider,  21,  21,378.9,100946.1,4.7,28.2,3.32,-01,1
4542,glider,  22,  22,377.2,100947.8,5.0,28.2,3.29,-01,1
4542,glider,  23,  23,376.1,100948.9,5.2,28.2,3.30,-01,1
4542,glider,  24,  24,375.3,100949.7,4.9,28.2,3.31,-01,1
4542,glider,  25,  25,374.2,100950.8,5.4,28.3,3.34,-01,1
4542,glider,  26,  26,374.0,100951.0,4.5,28.3,3.26,-01,1
4542,glider,  27,  27,373.0,100952.0,4.9,28.3,3.28,-01,1
4542,glider,  28,  28,371.1,100953.9,4.8,28.3,3.28,-01,1
4542,glider,  29,  29,370.7,100954.3,4.6,28.3,3.30,-01,1
4542,glider,  30,  30,369.6,100955.4,5.2,28.3,3.31,-01,1
4542,glider,  31,  31,368.5,100956.5,5.4,28.3,3.26,-01,1
4542,glider,  32,  32,367.6,100957.4,5.1,28.3,3.34,-01,1
4542,glider,  33,  33,366.6,100958.4,5.2,28.3,3.30,-01,1
4542,glider,  34,  34,365.5,100959.5,5.0,28.3,3.30,-01,1
4542,glider,  35,  35,364.9,100960.1,4.6,28.4,3.34,-01,1
4542,glider,  36,  36,363.1,100961.9,5.2,28.4,3.34,-01,1
4542,glider,  37,  37,362.9,100962.1,4.9,28.4,3.35,-01,1
4542,glider,  38,  38,361.1,100963.9,5.0,28.4,3.25,-01,1
4542,glider,  39,  39,360.8,100964.2,5.0,28.4,3.32,-01,1
4542,glider,  40,  40,359.4,100965.6,4.9,28.4,3.27,-01,1
4542,glider,  41,  41,359.0,100966.0,5.1,28.4,3.35,-01,1
4542,glider,  42,  42,358.0,100967.0,5.4,28.4,3.27,-01,1
4542,glider,  43,  43,356.2,100968.8,4.6,28.4,3.34,-00,1
4542,glider,  44,  44,355.6,100969.4,5.1,28.4,3.31,-00,1
4542,glider,  45,  45,354.4,100970.6,4.9,28.5,3.26,-00,1
4542,glider,  46,  46,353.8,100971.2,5.2,28.5,3.34,-00,1
4542,glider,  47,  47,352.0,100973.0,4.5,28.5,3.33,000,1
4542,glider,  48,  48,352.0,100973.0,5.0,28.5,3.34,000,1
4542,glider,  49,  49,350.2,100974.8,5.1,28.5,3.33,000,1
4542,glider,  50,  50,350.0,100975.0,4.8,28.5,3.32,000,1
4542,glider,  51,  51,348.0,100977.0,5.2,28.5,3.31,000,1
4542,glider,  52,  52,347.7,100977.3,5.4,28.5,3.29,000,1
4542,glider,  53,  53,346.9,100978.1,5.4,28.5,3.25,001,1
4542,glider,  54,  54,345.1,100979.9,5.0,28.5,3.26,001,1
4542,glider,  55,  55,344.3,100980.7,5.3,28.6,3.25,001,1
4542,glider,  56,  56,343.0,100982.0,4.8,28.6,3.31,001,1
4542,glider,  57,  57,342.8,100982.2,5.3,28.6,3.32,001,1
4542,glider,  58,  58,341.4,100983.6,4.9,28.6,3.26,001,1
4542,glider,  59,  59,340.5,100984.5,4.8,28.6,3.28,001,1
4542,glider,  60,  60,339.8,100985.2,4.9,28.6,3.32,001,1
4542,glider,  61,  61,338.3,100986.7,4.9,28.6,3.29,001,1
4542,glider,  62,  62,337.8,100987.2,5.1,28.6,3.28,001,1
4542,glider,  63,  63,336.1,100988.9,5.2,28.6,3.32,001,1
4542,glider,  64,  64,335.2,100989.8,5.1,28.6,3.34,001,1
4542,glider,  65,  65,334.7,100990.3,5.5,28.7,3.33,001,1
4542,glider,  66,  66,333.3,100991.7,4.9,28.7,3.29,001,1
4542,glider,  67,  67,332.6,100992.4,4.5,28.7,3.30,001,1
4542,glider,  68,  68,331.0,100994.0,5.1,28.7,3.33,001,1
4542,glider,  69,  69,330.5,100994.5,5.3,28.7,3.35,001,1
4542,glider,  70,  70,329.1,100995.9,5.2,28.7,3.31,001,1
4542,glider,  71,  71,328.2,100996.8,5.5,28.7,3.31,001,1
4542,glider,  72,  72,327.5,100997.5,5.4,28.7,3.25,001,1
4542,glider,  73,  73,326.5,100998.5,5.0,28.7,3.26,001,1
4542,glider,  74,  74,325.1,100999.9,4.6,28.7,3.29,000,1
4542,glider,  75,  75,324.0,101001.0,5.1,28.8,3.28,000,1
4542,glider,  76,  76,323.5,101001.5,5.3,28.8,3.33,000,1
4542,glider,  77,  77,322.8,101002.2,5.0,28.8,3.34,000,1
4542,glider,  78,  78,321.1,101003.9,5.4,28.8,3.27,000,1
4542,glider,  79,  79,320.5,101004.5,5.3,28.8,3.30,-00,1
4542,glider,  80,  80,319.5,101005.5,4.6,28.8,3.26,-00,1
4542,glider,  81,  81,318.4,101006.6,4.8,28.8,3.34,-00,1
4542,glider,  82,  82,317.5,101007.5,5.2,28.8,3.28,-00,1
